brand,product,specific,hue,sat,lightness,undertone
Urban Decay Cosmetics,Stay Naked Weightless Liquid Foundation,60WR,26.82352941,0.338645418,0.492156863,warm
Urban Decay Cosmetics,Stay Naked Weightless Liquid Foundation,60WO,30,0.336283186,0.443137255,warm
Urban Decay Cosmetics,Stay Naked Weightless Liquid Foundation,70WY,25.58823529,0.350515464,0.380392157,warm
Urban Decay Cosmetics,Stay Naked Weightless Liquid Foundation,70WR,21.72413793,0.322222222,0.352941176,warm
Urban Decay Cosmetics,Stay Naked Weightless Liquid Foundation,71WY,24.40677966,0.312169312,0.370588235,warm
Urban Decay Cosmetics,Stay Naked Weightless Liquid Foundation,70CB,28.61538462,0.336787565,0.378431373,cool
Urban Decay Cosmetics,Stay Naked Weightless Liquid Foundation,80WY,24.23076923,0.292134831,0.349019608,warm
Urban Decay Cosmetics,Stay Naked Weightless Liquid Foundation,80WO,20.81632653,0.289940828,0.331372549,warm
Urban Decay Cosmetics,Stay Naked Weightless Liquid Foundation,81WY,23.47826087,0.323943662,0.278431373,warm
Urban Decay Cosmetics,Stay Naked Weightless Liquid Foundation,80CG,24,0.297619048,0.329411765,cool
Urban Decay Cosmetics,Stay Naked Weightless Liquid Foundation,80WR,16,0.286624204,0.307843137,warm
Urban Decay Cosmetics,Stay Naked Weightless Liquid Foundation,90WO,13.71428571,0.289256198,0.237254902,warm
Urban Decay Cosmetics,Stay Naked Weightless Liquid Foundation,90WR,11.35135135,0.274074074,0.264705882,warm
Urban Decay Cosmetics,Stay Naked Weightless Liquid Foundation,91WR,7.272727273,0.268292683,0.241176471,warm
Urban Decay Cosmetics,Stay Naked Weightless Liquid Foundation,90CB,14.28571429,0.176470588,0.233333333,cool
Juvia's Place,I Am Magic Foundation,100,6.315789474,0.204301075,0.182352941,cool
Juvia's Place,I Am Magic Foundation,130,12.4137931,0.426470588,0.266666667,warm
Juvia's Place,I Am Magic Foundation,140,14.59459459,0.480519481,0.301960784,warm
Juvia's Place,I Am Magic Foundation,150,15.91836735,0.544444444,0.352941176,warm
Juvia's Place,I Am Magic Foundation,200,18.46153846,0.584269663,0.349019608,warm
Juvia's Place,I Am Magic Foundation,205,17.14285714,0.556818182,0.345098039,cool
Juvia's Place,I Am Magic Foundation,210,17.77777778,0.496932515,0.319607843,cool
Juvia's Place,I Am Magic Foundation,220,15.88235294,0.548387097,0.364705882,warm
Juvia's Place,I Am Magic Foundation,320,19.03846154,0.577777778,0.352941176,warm
Juvia's Place,I Am Magic Foundation,330,25.09090909,0.509259259,0.423529412,cool
Juvia's Place,I Am Magic Foundation,350,22.85714286,0.538461538,0.458823529,warm
Juvia's Place,I Am Magic Foundation,410,23.80952381,0.547826087,0.450980392,cool
Juvia's Place,I Am Magic Foundation,440,26.08695652,0.473251029,0.523529412,cool
Juvia's Place,I Am Magic Foundation,450,28.17391304,0.602094241,0.625490196,warm
Juvia's Place,I Am Magic Foundation,500,26.58227848,0.431693989,0.641176471,warm
Juvia's Place,I Am Magic Foundation,520,28.57142857,0.649484536,0.619607843,warm
Juvia's Place,I Am Magic Foundation,530,32.47706422,0.652694611,0.67254902,cool
Juvia's Place,I Am Magic Foundation,540,29.46428571,0.608695652,0.639215686,cool
Juvia's Place,I Am Magic Foundation,700,34.57627119,0.746835443,0.845098039,warm
Ofra Cosmetics,Absolute Cover Foundation,7,34,0.25,0.529411765,warm
Ofra Cosmetics,Absolute Cover Foundation,0.25,36.66666667,0.4,0.647058824,warm
Ofra Cosmetics,Absolute Cover Foundation,3,26.66666667,0.267326733,0.603921569,cool
Ofra Cosmetics,Absolute Cover Foundation,4.25,34.02985075,0.382857143,0.656862745,cool
Ofra Cosmetics,Absolute Cover Foundation,4.75,29.52380952,0.287671233,0.570588235,cool
Ofra Cosmetics,Absolute Cover Foundation,5,31.52542373,0.269406393,0.570588235,cool
Ofra Cosmetics,Absolute Cover Foundation,7.2,32.07920792,0.40562249,0.488235294,warm
Ofra Cosmetics,Absolute Cover Foundation,7.5,28.96551724,0.373390558,0.456862745,warm
Ofra Cosmetics,Absolute Cover Foundation,8,27.80487805,0.362831858,0.443137255,warm
Ofra Cosmetics,Absolute Cover Foundation,9,29.55223881,0.311627907,0.421568627,cool
HOURGLASS,Veil Fluid Makeup,No. 0,32,0.806451613,0.817647059,warm
HOURGLASS,Veil Fluid Makeup,No. 1,22.5974026,0.62601626,0.758823529,cool
HOURGLASS,Veil Fluid Makeup,No. 1.5,24.34782609,0.669902913,0.798039216,cool
HOURGLASS,Veil Fluid Makeup,No. 3,30,0.509615385,0.592156863,warm
HOURGLASS,Veil Fluid Makeup,No. 7,28.19277108,0.397129187,0.409803922,cool
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,350,22.96875,0.603773585,0.584313725,cool
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,120,24.44444444,0.509433962,0.896078431,cool
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,140,32.5,0.692307692,0.796078431,warm
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,150,30,0.596491228,0.776470588,warm
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,170,20.59701493,0.650485437,0.798039216,warm
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,180,19.48051948,0.606299213,0.750980392,cool
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,190,24.54545455,0.6875,0.749019608,warm
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,200,27.20930233,0.558441558,0.698039216,warm
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,210,24.89361702,0.594936709,0.690196078,cool
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,230,25.41176471,0.578231293,0.711764706,warm
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,250,25.71428571,0.671232877,0.71372549,warm
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,260,23.11926606,0.795620438,0.731372549,warm
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,280,22.94117647,0.593023256,0.662745098,warm
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,290,22.64150943,0.609195402,0.658823529,warm
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,320,25.07462687,0.752808989,0.650980392,warm
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,330,25.14705882,0.686868687,0.611764706,warm
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,340,27.1942446,0.646511628,0.578431373,warm
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,360,22.12765957,0.668246445,0.58627451,cool
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,380,21.53846154,0.515418502,0.554901961,warm
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,390,22.37288136,0.522123894,0.556862745,cool
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,400,22.65734266,0.603375527,0.535294118,warm
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,410,22.3880597,0.544715447,0.517647059,warm
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,420,23.27586207,0.504347826,0.450980392,cool
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,450,19.69465649,0.620853081,0.41372549,cool
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,460,18.8372093,0.494252874,0.341176471,warm
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,470,15.34883721,0.488636364,0.345098039,cool
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,500,24.375,0.492307692,0.254901961,cool
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,510,20.2247191,0.559748428,0.311764706,cool
Estee Lauder,Futurist Hydra Rescue Moisturizing Makeup SPF 45,1W1,28.08510638,0.37007874,0.750980392,warm
Estee Lauder,Futurist Hydra Rescue Moisturizing Makeup SPF 45,2C3,18.75,0.489795918,0.807843137,cool
Estee Lauder,Futurist Hydra Rescue Moisturizing Makeup SPF 45,2W1,28.53658537,0.683333333,0.764705882,warm
Estee Lauder,Futurist Hydra Rescue Moisturizing Makeup SPF 45,3C2,16.59574468,0.382113821,0.758823529,cool
Estee Lauder,Futurist Hydra Rescue Moisturizing Makeup SPF 45,3W1,28.19277108,0.54248366,0.7,warm
Estee Lauder,Futurist Hydra Rescue Moisturizing Makeup SPF 45,3W2,30.42253521,0.379679144,0.633333333,warm
Estee Lauder,Futurist Hydra Rescue Moisturizing Makeup SPF 45,4W1,26.66666667,0.632432432,0.637254902,warm
Estee Lauder,Futurist Hydra Rescue Moisturizing Makeup SPF 45,5W1,21.92307692,0.47706422,0.57254902,warm
Estee Lauder,Futurist Hydra Rescue Moisturizing Makeup SPF 45,5W2,27,0.344827586,0.545098039,warm
Estee Lauder,Futurist Hydra Rescue Moisturizing Makeup SPF 45,6W1,17.24137931,0.424390244,0.401960784,warm
Estee Lauder,Futurist Hydra Rescue Moisturizing Makeup SPF 45,7N2,9.375,0.363636364,0.345098039,warm
Estee Lauder,Futurist Hydra Rescue Moisturizing Makeup SPF 45,8C2,8.75,0.333333333,0.282352941,cool
Dose Of Colors,Meet Your Hue Foundation,127,27.54098361,0.539823009,0.443137255,warm
Dose Of Colors,Meet Your Hue Foundation,103,26.84210526,0.863636364,0.91372549,warm
Dose Of Colors,Meet Your Hue Foundation,104,28.18181818,0.916666667,0.858823529,warm
Dose Of Colors,Meet Your Hue Foundation,105,24,0.8,0.901960784,warm
Dose Of Colors,Meet Your Hue Foundation,106,25.71428571,0.759036145,0.837254902,warm
Dose Of Colors,Meet Your Hue Foundation,107,26.36363636,0.76744186,0.831372549,cool
Dose Of Colors,Meet Your Hue Foundation,109,32.57142857,0.7,0.803921569,warm
Dose Of Colors,Meet Your Hue Foundation,112,31.05882353,0.765765766,0.782352941,warm
Dose Of Colors,Meet Your Hue Foundation,118,30.58823529,0.62962963,0.682352941,warm
Dose Of Colors,Meet Your Hue Foundation,120,28.47457627,0.702380952,0.670588235,warm
Dose Of Colors,Meet Your Hue Foundation,122,26.72727273,0.523809524,0.588235294,warm
Dose Of Colors,Meet Your Hue Foundation,121,21.62162162,0.613259669,0.645098039,cool
Dose Of Colors,Meet Your Hue Foundation,125,25.32110092,0.441295547,0.515686275,cool
Dose Of Colors,Meet Your Hue Foundation,126,26.21848739,0.485714286,0.480392157,warm
Dose Of Colors,Meet Your Hue Foundation,131,18.94736842,0.431818182,0.345098039,cool
Dose Of Colors,Meet Your Hue Foundation,133,22.4,0.496688742,0.296078431,warm
Dose Of Colors,Meet Your Hue Foundation,134,19.38461538,0.436241611,0.292156863,cool
Dose Of Colors,Meet Your Hue Foundation,135,21.11111111,0.391304348,0.270588235,cool
Dose Of Colors,Meet Your Hue Foundation,136,20,0.428571429,0.260784314,warm
Dose Of Colors,Meet Your Hue Foundation,137,20,0.409090909,0.258823529,warm
Dose Of Colors,Meet Your Hue Foundation,138,21,0.333333333,0.235294118,cool
Dose Of Colors,Meet Your Hue Foundation,140,12.72727273,0.286956522,0.225490196,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,105,33.6,0.657894737,0.850980392,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,110,12,0.625,0.905882353,cool
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,130,28.96551724,0.617021277,0.815686275,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,140,26.25,0.615384615,0.847058824,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,145,36.48648649,0.627118644,0.768627451,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,160,25.3125,0.666666667,0.811764706,cool
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,170,23.60655738,0.559633028,0.78627451,cool
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,180,25.71428571,0.724137931,0.829411765,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,190,26.47058824,0.596491228,0.776470588,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,200,23.80952381,0.6,0.794117647,cool
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,210,24.14634146,0.585714286,0.725490196,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,220,24.47368421,0.603174603,0.752941176,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,235,30.96774194,0.531428571,0.656862745,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,240,25.81395349,0.551282051,0.694117647,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,250,26.08695652,0.666666667,0.729411765,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,255,34.63917526,0.567251462,0.664705882,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,270,27.5862069,0.491525424,0.652941176,cool
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,290,31.01123596,0.566878981,0.692156863,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,300,25.71428571,0.521276596,0.631372549,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,310,27.32673267,0.55801105,0.645098039,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,320,23.03030303,0.553072626,0.649019608,cool
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,330,27.89473684,0.59375,0.623529412,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,340,22.22222222,0.325301205,0.488235294,cool
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,345,27.52293578,0.463829787,0.539215686,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,350,24.84848485,0.410788382,0.52745098,cool
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,370,22.36363636,0.514018692,0.580392157,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,380,23.88349515,0.497584541,0.594117647,cool
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,390,23.50515464,0.392712551,0.484313725,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,400,24.24242424,0.47826087,0.405882353,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,410,23.47826087,0.425925926,0.423529412,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,420,22.26804124,0.455399061,0.417647059,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,430,22.92134831,0.470899471,0.370588235,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,440,21.13636364,0.453608247,0.380392157,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,445,23.75,0.558139535,0.337254902,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,460,17.39130435,0.423312883,0.319607843,cool
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,470,20.28169014,0.440993789,0.315686275,cool
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,480,20.29411765,0.435897436,0.305882353,cool
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,495,16,0.476190476,0.247058824,cool
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,105,37.2972973,1,0.854901961,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,110,4.736842105,0.95,0.921568627,cool
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,130,30.94736842,0.95959596,0.805882353,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,140,30.30927835,0.889908257,0.78627451,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,145,31.27659574,0.903846154,0.796078431,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,160,22.5,0.979591837,0.807843137,cool
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,170,21.62790698,0.86,0.803921569,cool
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,180,25.71428571,0.894736842,0.739215686,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,190,26.4516129,0.837837838,0.782352941,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,200,24.63157895,0.904761905,0.794117647,cool
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,210,26.08695652,0.836363636,0.784313725,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,220,23.77358491,0.815384615,0.745098039,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,235,28.92086331,0.95862069,0.715686275,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,240,25.26315789,0.736434109,0.747058824,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,250,27.44186047,0.843137255,0.7,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,255,30.22222222,0.894039735,0.703921569,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,270,21.91304348,0.696969697,0.676470588,cool
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,290,26.25,0.691358025,0.682352941,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,300,25.87155963,0.677018634,0.684313725,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,310,25.08196721,0.7625,0.68627451,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,320,23.47826087,0.714285714,0.684313725,cool
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,330,26.82926829,0.763975155,0.684313725,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,340,23.07692308,0.439613527,0.594117647,cool
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,345,27.07964602,0.676646707,0.67254902,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,350,27.17948718,0.593908629,0.61372549,cool
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,370,23.27586207,0.69047619,0.670588235,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,380,20.89285714,0.682926829,0.678431373,cool
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,390,23.87755102,0.494949495,0.611764706,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,400,24.73282443,0.534693878,0.519607843,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,410,22.92682927,0.518987342,0.535294118,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,420,25.83941606,0.582978723,0.539215686,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,430,21.42857143,0.401639344,0.478431373,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,440,22.77777778,0.473684211,0.552941176,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,445,25.87155963,0.452282158,0.47254902,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,460,14.83146067,0.366255144,0.476470588,cool
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,470,18.07228916,0.359307359,0.452941176,cool
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,480,18.08219178,0.318777293,0.449019608,cool
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,495,15.65217391,0.403508772,0.335294118,cool
ILIA,Super Serum Skin Tint SPF 40 Foundation,1,25.33333333,0.957446809,0.907843137,cool
ILIA,Super Serum Skin Tint SPF 40 Foundation,2,25.53191489,0.661971831,0.860784314,warm
ILIA,Super Serum Skin Tint SPF 40 Foundation,4,25.71428571,0.660377358,0.792156863,warm
ILIA,Super Serum Skin Tint SPF 40 Foundation,6,24.82758621,0.896907216,0.809803922,warm
ILIA,Super Serum Skin Tint SPF 40 Foundation,10,24,0.495495495,0.782352941,warm
ILIA,Super Serum Skin Tint SPF 40 Foundation,12,24,0.44973545,0.629411765,warm
ILIA,Super Serum Skin Tint SPF 40 Foundation,13,20.81632653,0.597560976,0.678431373,warm
ILIA,Super Serum Skin Tint SPF 40 Foundation,16,13.24675325,0.314285714,0.480392157,warm
ILIA,Super Serum Skin Tint SPF 40 Foundation,17,13.84615385,0.329949239,0.38627451,warm
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,1,28.69565217,0.793103448,0.943137255,cool
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,1.2,25.94594595,0.822222222,0.911764706,cool
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,1.3,30,0.722222222,0.858823529,warm
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,1.5,23.51351351,0.711538462,0.796078431,cool
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,1.6,27.63157895,0.690909091,0.784313725,warm
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,2.1,26.44067797,0.513043478,0.774509804,cool
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,2.3,30.37037037,0.680672269,0.766666667,warm
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,3.1,26.15384615,0.672413793,0.77254902,cool
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,3.15,21.12676056,0.702970297,0.801960784,cool
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,3.2,32.52336449,0.699346405,0.7,warm
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,3.3,32.03389831,0.719512195,0.678431373,warm
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,3.35,30,0.556818182,0.654901961,warm
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,3.4,26.06060606,0.565714286,0.656862745,warm
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,3.5,30,0.632911392,0.690196078,warm
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,3.6,28.92857143,0.674698795,0.674509804,warm
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,3.7,26.72727273,0.528846154,0.592156863,warm
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,3.75,26.5,0.618556701,0.619607843,warm
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,4.05,28.06451613,0.504065041,0.482352941,warm
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,4.1,29.71962617,0.467248908,0.449019608,cool
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,4.2,30.31578947,0.492227979,0.378431373,warm
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,4.3,30,0.481481481,0.423529412,warm
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,4.35,26.93877551,0.515789474,0.37254902,warm
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,4.45,31.27659574,0.783333333,0.235294118,warm
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,4.5,22.75862069,0.617021277,0.276470588,warm
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,4.55,20.74074074,0.574468085,0.276470588,cool
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,4.7,21.49253731,0.663366337,0.198039216,cool
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,1,18,0.512820513,0.847058824,cool
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,1.5,28.57142857,0.759036145,0.837254902,warm
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,3,22.5,0.452830189,0.792156863,warm
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,4,13.58490566,0.392592593,0.735294118,cool
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,4.5,26.49350649,0.466666667,0.676470588,cool
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,5.5,29.52380952,0.611650485,0.798039216,warm
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,6,21.63934426,0.393548387,0.696078431,warm
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,7,16.36363636,0.341614907,0.684313725,cool
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,7.5,26.51162791,0.565789474,0.701960784,warm
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,8,21.12676056,0.405714286,0.656862745,warm
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,8.5,24.26966292,0.539393939,0.676470588,warm
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,10,14.28571429,0.257142857,0.519607843,cool
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,10.5,19,0.275229358,0.42745098,warm
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,11,14.4,0.316455696,0.464705882,cool
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,100W,32.5,0.685714286,0.862745098,warm
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,120C,24,0.694444444,0.858823529,cool
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,140C,23.47826087,0.741935484,0.878431373,cool
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,150C,20,0.640449438,0.825490196,cool
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,160C,21.6,0.757575758,0.805882353,cool
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,170W,30,0.568965517,0.77254902,warm
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,180W,24.92307692,0.585585586,0.782352941,warm
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,190W,31.62162162,0.606557377,0.760784314,warm
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,200C,28.19277108,0.72173913,0.774509804,cool
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,220C,23.33333333,0.692307692,0.796078431,cool
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,240W,31.27659574,0.602564103,0.694117647,warm
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,250W,28.91566265,0.55704698,0.707843137,warm
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,300C,23.51351351,0.521126761,0.721568627,cool
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,310W,27.20930233,0.494252874,0.658823529,warm
