brand,product,specific,hue,sat,lightness,undertone
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,320W,29.41176471,0.62195122,0.678431373,warm
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,340C,28.27586207,0.475409836,0.641176471,cool
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,350C,21.62790698,0.483146067,0.650980392,cool
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,360W,29.68421053,0.50802139,0.633333333,warm
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,380W,27.92079208,0.540106952,0.633333333,warm
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,390C,18.07228916,0.463687151,0.649019608,cool
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,400W,25.71428571,0.443902439,0.598039216,warm
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,430W,23.59550562,0.447236181,0.609803922,warm
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,440C,21.42857143,0.347107438,0.525490196,cool
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,460W,21.52173913,0.365079365,0.505882353,warm
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,470C,20.71428571,0.336,0.490196078,cool
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,480W,21.31578947,0.342342342,0.435294118,warm
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,490C,17.34939759,0.372197309,0.437254902,cool
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,510W,19.7260274,0.412429379,0.347058824,warm
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,520W,25.6,0.339366516,0.433333333,warm
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,540C,10.81967213,0.344632768,0.347058824,cool
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,550C,5.882352941,0.281767956,0.354901961,cool
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,560W,12,0.298013245,0.296078431,warm
Charlotte Tilbury,Airbrush Flawless Longwear Foundation,1,26.25,0.64,0.901960784,cool
Charlotte Tilbury,Airbrush Flawless Longwear Foundation,2,28.33333333,0.5625,0.874509804,cool
Charlotte Tilbury,Airbrush Flawless Longwear Foundation,3,28.63636364,0.611111111,0.858823529,cool
Charlotte Tilbury,Airbrush Flawless Longwear Foundation,3,31.36363636,0.628571429,0.862745098,warm
Charlotte Tilbury,Airbrush Flawless Longwear Foundation,4,31.30434783,0.605263158,0.850980392,warm
Charlotte Tilbury,Airbrush Flawless Longwear Foundation,5,27.39130435,0.605263158,0.850980392,cool
Charlotte Tilbury,Airbrush Flawless Longwear Foundation,5,30.58823529,0.718309859,0.860784314,warm
Charlotte Tilbury,Airbrush Flawless Longwear Foundation,5.5,30,0.777777778,0.823529412,warm
Charlotte Tilbury,Airbrush Flawless Longwear Foundation,6,27.27272727,0.673469388,0.807843137,warm
Charlotte Tilbury,Airbrush Flawless Longwear Foundation,7,28.91566265,0.838383838,0.805882353,warm
Charlotte Tilbury,Airbrush Flawless Longwear Foundation,7.5,28.91566265,0.79047619,0.794117647,warm
Charlotte Tilbury,Airbrush Flawless Longwear Foundation,8,25.58823529,0.618181818,0.784313725,cool
Charlotte Tilbury,Airbrush Flawless Longwear Foundation,8,29.26829268,0.706896552,0.77254902,warm
Charlotte Tilbury,Airbrush Flawless Longwear Foundation,9,26.66666667,0.551020408,0.711764706,cool
Charlotte Tilbury,Airbrush Flawless Longwear Foundation,9,28.66666667,0.616438356,0.71372549,warm
Charlotte Tilbury,Airbrush Flawless Longwear Foundation,10,26.34146341,0.532467532,0.698039216,cool
Charlotte Tilbury,Airbrush Flawless Longwear Foundation,10,27.95454545,0.564102564,0.694117647,warm
Charlotte Tilbury,Airbrush Flawless Longwear Foundation,11,25.90909091,0.517647059,0.666666667,cool
Charlotte Tilbury,Airbrush Flawless Longwear Foundation,11,26.875,0.558139535,0.662745098,warm
Charlotte Tilbury,Airbrush Flawless Longwear Foundation,12,24.89361702,0.505376344,0.635294118,cool
Charlotte Tilbury,Airbrush Flawless Longwear Foundation,12.5,26.29213483,0.491712707,0.645098039,warm
Charlotte Tilbury,Airbrush Flawless Longwear Foundation,13,24,0.418719212,0.601960784,cool
Charlotte Tilbury,Airbrush Flawless Longwear Foundation,14,22.24719101,0.417840376,0.582352941,cool
Charlotte Tilbury,Airbrush Flawless Longwear Foundation,14,21.75824176,0.461928934,0.61372549,warm
Charlotte Tilbury,Airbrush Flawless Longwear Foundation,15,18.46153846,0.333333333,0.541176471,cool
Charlotte Tilbury,Airbrush Flawless Longwear Foundation,15,18.46153846,0.330508475,0.537254902,warm
Charlotte Tilbury,Airbrush Flawless Longwear Foundation,15.5,16.42857143,0.35,0.529411765,cool
Charlotte Tilbury,Airbrush Flawless Longwear Foundation,16,18,0.299145299,0.458823529,cool
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,105,36.98630137,1,0.856862745,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,110,3.333333333,0.857142857,0.917647059,cool
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,130,34.3902439,0.745454545,0.784313725,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,140,33.97590361,0.685950413,0.762745098,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,145,34.5,0.701754386,0.776470588,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,160,25.6097561,0.745454545,0.784313725,cool
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,170,25.35211268,0.628318584,0.778431373,cool
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,180,28.7755102,0.671232877,0.71372549,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,190,30.38961039,0.62601626,0.758823529,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,200,28.10126582,0.663865546,0.766666667,cool
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,210,28.83116883,0.636363636,0.762745098,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,220,26.74698795,0.614814815,0.735294118,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,235,31.82608696,0.732484076,0.692156863,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,240,28.27586207,0.547169811,0.688235294,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,250,30.29126214,0.647798742,0.688235294,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,255,32.97297297,0.689440994,0.684313725,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,270,24.63157895,0.524861878,0.645098039,cool
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,290,29.67741935,0.519553073,0.649019608,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,300,29.03225806,0.519553073,0.649019608,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,310,27.92079208,0.577142857,0.656862745,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,320,26.52631579,0.536723164,0.652941176,cool
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,330,29.41176471,0.579545455,0.654901961,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,340,25.6097561,0.330645161,0.51372549,cool
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,345,30.6122449,0.515789474,0.62745098,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,350,30,0.457142857,0.588235294,cool
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,370,25.43478261,0.494623656,0.635294118,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,380,23.47826087,0.505494505,0.643137255,cool
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,390,26.80851064,0.373015873,0.505882353,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,400,26.91588785,0.433198381,0.484313725,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,410,25.54455446,0.396078431,0.5,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,420,28.45360825,0.455399061,0.582352941,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,430,23.84615385,0.327731092,0.466666667,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,440,25.53191489,0.379032258,0.48627451,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,445,28.60465116,0.36440678,0.462745098,warm
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,460,16.76470588,0.283333333,0.470588235,cool
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,470,20.95238095,0.270386266,0.456862745,cool
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,480,20.95238095,0.336898396,0.366666667,cool
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,495,17.64705882,0.284916201,0.350980392,cool
Dior,Dior Airflash Spray Foundation,1,20,0.402439024,0.678431373,cool
Dior,Dior Airflash Spray Foundation,1,27.40740741,0.835051546,0.809803922,warm
Dior,Dior Airflash Spray Foundation,2,19.74683544,0.622047244,0.750980392,cool
Dior,Dior Airflash Spray Foundation,2,21.26582278,0.711711712,0.782352941,warm
Dior,Dior Airflash Spray Foundation,2,35.51020408,0.293413174,0.67254902,warm
Dior,Dior Airflash Spray Foundation,2,20.43956044,0.705426357,0.747058824,warm
Dior,Dior Airflash Spray Foundation,2.5,29.05263158,0.519125683,0.641176471,warm
Dior,Dior Airflash Spray Foundation,3,23.15789474,0.333333333,0.664705882,cool
Dior,Dior Airflash Spray Foundation,3,20,0.584415584,0.698039216,cool
Dior,Dior Airflash Spray Foundation,3,22.10526316,0.605095541,0.692156863,warm
Dior,Dior Airflash Spray Foundation,3,28.23529412,0.573033708,0.650980392,warm
Dior,Dior Airflash Spray Foundation,3,23.20754717,0.6625,0.68627451,warm
Dior,Dior Airflash Spray Foundation,4,19.35483871,0.382716049,0.682352941,warm
Dior,Dior Airflash Spray Foundation,4,29.49152542,0.269406393,0.570588235,warm
Dior,Dior Airflash Spray Foundation,5,20.76923077,0.453488372,0.662745098,warm
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,1C1,22.75862069,0.557692308,0.796078431,cool
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,1W1,26.4,0.735294118,0.866666667,cool
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,2C1,21.81818182,0.647058824,0.733333333,cool
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,2W3,27.80487805,0.525641026,0.694117647,warm
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,3W1,24.41860465,0.558441558,0.698039216,warm
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,3W2,22.14285714,0.506024096,0.674509804,warm
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,4W1,26.84210526,0.417582418,0.643137255,warm
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,5C1,22.41758242,0.461928934,0.61372549,warm
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,5W1,21.0989011,0.49726776,0.641176471,warm
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,110C,23.4375,0.744186047,0.831372549,cool
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,130W,25.47945205,0.682242991,0.790196078,warm
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,140W,25,0.631578947,0.776470588,warm
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,150C,23.7037037,0.609022556,0.739215686,cool
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,170W,27.34177215,0.652892562,0.762745098,warm
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,180W,27.56756757,0.606557377,0.760784314,warm
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,210N,24.30379747,0.552447552,0.719607843,cool
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,230W,25,0.71641791,0.737254902,warm
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,240W,27.74193548,0.550295858,0.668627451,warm
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,260W,25.53191489,0.5,0.631372549,warm
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,270C,23.50515464,0.560693642,0.660784314,cool
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,280C,22.78481013,0.427027027,0.637254902,cool
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,320C,24,0.520833333,0.623529412,cool
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,330W,23.88888889,0.574468085,0.631372549,warm
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,350W,27.96116505,0.492822967,0.590196078,warm
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,360W,26.4516129,0.436619718,0.582352941,warm
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,410W,26.28571429,0.450643777,0.543137255,warm
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,430C,18.70967742,0.379591837,0.480392157,cool
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,450C,20,0.428571429,0.480392157,cool
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,480C,18.8372093,0.405660377,0.415686275,cool
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,510C,19.05882353,0.422885572,0.394117647,cool
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,540C,15.65217391,0.408284024,0.331372549,cool
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,560W,17.28813559,0.385620915,0.3,warm
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,570C,20,0.323741007,0.27254902,cool
bareMinerals,BAREPRO Longwear Powder Foundation ,0.5,18.30508475,0.907692308,0.87254902,cool
bareMinerals,BAREPRO Longwear Powder Foundation ,2,24.59016393,0.938461538,0.87254902,warm
bareMinerals,BAREPRO Longwear Powder Foundation ,5,28.73239437,0.797752809,0.825490196,cool
bareMinerals,BAREPRO Longwear Powder Foundation ,7,32,0.833333333,0.788235294,warm
bareMinerals,BAREPRO Longwear Powder Foundation ,7.5,14.32835821,0.603603604,0.782352941,cool
bareMinerals,BAREPRO Longwear Powder Foundation ,9,30,0.823529412,0.8,warm
bareMinerals,BAREPRO Longwear Powder Foundation ,8,32.79069767,0.796296296,0.788235294,warm
bareMinerals,BAREPRO Longwear Powder Foundation ,9.5,20,0.463414634,0.758823529,cool
bareMinerals,BAREPRO Longwear Powder Foundation ,12,34.46808511,0.758064516,0.756862745,warm
bareMinerals,BAREPRO Longwear Powder Foundation ,10,26.34146341,0.630769231,0.745098039,cool
bareMinerals,BAREPRO Longwear Powder Foundation ,10.5,20.95238095,0.45323741,0.72745098,cool
bareMinerals,BAREPRO Longwear Powder Foundation ,16,31.51515152,0.818181818,0.762745098,warm
bareMinerals,BAREPRO Longwear Powder Foundation ,17,19.28571429,0.363636364,0.698039216,cool
bareMinerals,BAREPRO Longwear Powder Foundation ,19,33.62068966,0.563106796,0.596078431,warm
bareMinerals,BAREPRO Longwear Powder Foundation ,20,21.08108108,0.451219512,0.678431373,cool
bareMinerals,BAREPRO Longwear Powder Foundation ,21,31.2195122,0.561643836,0.570588235,warm
bareMinerals,BAREPRO Longwear Powder Foundation ,22,20.30769231,0.371428571,0.656862745,cool
bareMinerals,BAREPRO Longwear Powder Foundation ,24,27.37864078,0.457777778,0.558823529,warm
bareMinerals,BAREPRO Longwear Powder Foundation ,24.5,25.36082474,0.402489627,0.52745098,cool
bareMinerals,BAREPRO Longwear Powder Foundation ,26,27.96116505,0.445887446,0.452941176,warm
bareMinerals,BAREPRO Longwear Powder Foundation ,27,25.26315789,0.308943089,0.482352941,cool
bareMinerals,BAREPRO Longwear Powder Foundation ,31,21.47368421,0.418502203,0.445098039,cool
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,0.5,20.35714286,0.933333333,0.882352941,cool
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,2,26.31578947,0.93442623,0.880392157,warm
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,5,31,0.566037736,0.792156863,cool
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,7,33.68421053,0.487179487,0.770588235,warm
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,7.5,16.4516129,0.645833333,0.811764706,cool
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,9,29.6,0.688073394,0.78627451,warm
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,8,37,0.461538462,0.745098039,warm
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,9.5,20.76923077,0.490566038,0.792156863,cool
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,12,27.20930233,0.558441558,0.698039216,warm
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,10,27.05882353,0.451327434,0.778431373,cool
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,10.5,20.95238095,0.466666667,0.735294118,cool
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,16,35.86206897,0.48603352,0.649019608,warm
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,17,20.35714286,0.383561644,0.71372549,cool
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,19,32.30769231,0.502762431,0.645098039,warm
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,20,21.66666667,0.461538462,0.694117647,cool
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,21,30.96774194,0.481865285,0.621568627,warm
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,22,21.5625,0.390243902,0.678431373,cool
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,24,26.66666667,0.469194313,0.58627451,warm
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,24.5,25.11627907,0.413461538,0.592156863,cool
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,26,31.34328358,0.609090909,0.431372549,warm
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,27,25.47945205,0.288537549,0.503921569,cool
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,31,21.29032258,0.389121339,0.468627451,cool
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,1,27.05882353,0.342281879,0.707843137,cool
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,3,28.23529412,0.404761905,0.670588235,warm
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,4,28.18181818,0.423076923,0.694117647,warm
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,5,27.16981132,0.398496241,0.739215686,cool
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,7,24.25531915,0.505376344,0.635294118,warm
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,9,17.41935484,0.402597403,0.698039216,cool
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,10,26.02409639,0.468926554,0.652941176,cool
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,11,16.19047619,0.391304348,0.684313725,cool
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,13,24.16666667,0.413793103,0.658823529,warm
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,14,34.10526316,0.492227979,0.621568627,warm
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,17,20.96385542,0.33877551,0.480392157,warm
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,19,26.06060606,0.497487437,0.609803922,cool
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,20,22.78481013,0.461988304,0.664705882,cool
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,21,21.38613861,0.448888889,0.441176471,warm
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,24,21,0.357142857,0.439215686,cool
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,26,24.85714286,0.28,0.509803922,warm
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,27,20,0.345132743,0.443137255,warm
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,30,19.7260274,0.33640553,0.425490196,cool
Dior,Dior Forever Skin Glow Foundation,1,13.33333333,0.465517241,0.77254902,cool
Dior,Dior Forever Skin Glow Foundation,2,20.27027027,0.544117647,0.733333333,warm
Dior,Dior Forever Skin Glow Foundation,2,13,0.461538462,0.745098039,cool
Dior,Dior Forever Skin Glow Foundation,2,18.08219178,0.54887218,0.739215686,warm
Dior,Dior Forever Skin Glow Foundation,2,23.33333333,0.482142857,0.780392157,warm
Dior,Dior Forever Skin Glow Foundation,3,18.90410959,0.503448276,0.715686275,warm
Dior,Dior Forever Skin Glow Foundation,3,24.70588235,0.447368421,0.701960784,warm
Dior,Dior Forever Skin Glow Foundation,3,14.0625,0.444444444,0.717647059,cool
Dior,Dior Forever Skin Glow Foundation,3,16.07142857,0.378378378,0.709803922,warm
Dior,Dior Forever Skin Glow Foundation,3.5,17.64705882,0.447368421,0.701960784,cool
Dior,Dior Forever Skin Glow Foundation,4,23.66197183,0.435582822,0.680392157,warm
Dior,Dior Forever Skin Glow Foundation,4.5,16.57894737,0.457831325,0.674509804,warm
Dior,Dior Forever Matte Foundation,1,13.33333333,0.465517241,0.77254902,cool
Dior,Dior Forever Matte Foundation,2,20.27027027,0.544117647,0.733333333,warm
Dior,Dior Forever Matte Foundation,2,13,0.461538462,0.745098039,cool
Dior,Dior Forever Matte Foundation,2,18.08219178,0.54887218,0.739215686,warm
Dior,Dior Forever Matte Foundation,2,23.33333333,0.482142857,0.780392157,warm
Dior,Dior Forever Matte Foundation,3,18.90410959,0.503448276,0.715686275,warm
Dior,Dior Forever Matte Foundation,3,24.70588235,0.447368421,0.701960784,warm
Dior,Dior Forever Matte Foundation,3,14.0625,0.444444444,0.717647059,cool
Dior,Dior Forever Matte Foundation,3,16.8,0.524475524,0.719607843,warm
Dior,Dior Forever Matte Foundation,3,16.07142857,0.378378378,0.709803922,cool
Dior,Dior Forever Matte Foundation,4,18.7012987,0.48427673,0.688235294,warm
Dior,Dior Forever Matte Foundation,4,23.66197183,0.435582822,0.680392157,warm
TOM FORD,Traceless Soft Matte Foundation,0.1,30,0.564102564,0.847058824,cool
TOM FORD,Traceless Soft Matte Foundation,0.3,32.30769231,0.490566038,0.792156863,warm
TOM FORD,Traceless Soft Matte Foundation,0.4,25.2,0.480769231,0.796078431,cool
TOM FORD,Traceless Soft Matte Foundation,1.1,37.0212766,0.447619048,0.794117647,warm
TOM FORD,Traceless Soft Matte Foundation,1.3,30,0.472727273,0.784313725,cool
TOM FORD,Traceless Soft Matte Foundation,1.4,36.84210526,0.495652174,0.774509804,warm
TOM FORD,Traceless Soft Matte Foundation,1.5,31.11111111,0.490909091,0.784313725,cool
TOM FORD,Traceless Soft Matte Foundation,2,29.45454545,0.495495495,0.782352941,warm
TOM FORD,Traceless Soft Matte Foundation,2.5,33.21428571,0.49122807,0.776470588,warm
TOM FORD,Traceless Soft Matte Foundation,3.5,23.41463415,0.369369369,0.782352941,cool
TOM FORD,Traceless Soft Matte Foundation,3.7,29.50819672,0.40397351,0.703921569,warm
TOM FORD,Traceless Soft Matte Foundation,4,29,0.405405405,0.709803922,warm
TOM FORD,Traceless Soft Matte Foundation,4.5,31.83673469,0.449541284,0.78627451,warm
TOM FORD,Traceless Soft Matte Foundation,4.7,27.77777778,0.369863014,0.71372549,cool
TOM FORD,Traceless Soft Matte Foundation,5.1,26.18181818,0.37414966,0.711764706,cool
TOM FORD,Traceless Soft Matte Foundation,5.5,30.6122449,0.392,0.754901961,warm
TOM FORD,Traceless Soft Matte Foundation,5.7,27.85714286,0.378378378,0.709803922,cool
TOM FORD,Traceless Soft Matte Foundation,6,30.96774194,0.402597403,0.698039216,warm
TOM FORD,Traceless Soft Matte Foundation,6.5,28.73239437,0.43030303,0.676470588,warm
TOM FORD,Traceless Soft Matte Foundation,7,29.5890411,0.426900585,0.664705882,warm
TOM FORD,Traceless Soft Matte Foundation,7.2,31.26760563,0.415204678,0.664705882,warm
TOM FORD,Traceless Soft Matte Foundation,8.2,25.94594595,0.393617021,0.631372549,warm
TOM FORD,Traceless Soft Matte Foundation,8.7,29.61038961,0.416216216,0.637254902,warm
TOM FORD,Traceless Soft Matte Foundation,9.5,24.12371134,0.383399209,0.503921569,warm
TOM FORD,Traceless Soft Matte Foundation,9.7,24,0.335968379,0.503921569,cool
TOM FORD,Traceless Soft Matte Foundation,10,24.30379747,0.312252964,0.503921569,warm
TOM FORD,Traceless Soft Matte Foundation,10.7,27.80487805,0.338842975,0.525490196,warm
TOM FORD,Traceless Soft Matte Foundation,11.5,22.4,0.327510917,0.449019608,warm
TOM FORD,Traceless Soft Matte Foundation,12,22.85714286,0.298578199,0.41372549,cool
TOM FORD,Traceless Soft Matte Foundation,12.5,21.81818182,0.333333333,0.388235294,warm
TOM FORD,Traceless Soft Matte Foundation,13,18.88888889,0.3,0.352941176,cool
Natasha Denona,Transformatte Pore Vanishing Matte Foundation,22W,29.26829268,0.745454545,0.892156863,warm
Natasha Denona,Transformatte Pore Vanishing Matte Foundation,24W,29.36170213,0.824561404,0.888235294,warm
Natasha Denona,Transformatte Pore Vanishing Matte Foundation,30W,30,0.729166667,0.811764706,warm
Natasha Denona,Transformatte Pore Vanishing Matte Foundation,31W,27.88732394,0.747368421,0.81372549,warm
Natasha Denona,Transformatte Pore Vanishing Matte Foundation,82W,30,0.404761905,0.670588235,warm
Natasha Denona,Transformatte Pore Vanishing Matte Foundation,87W,28.98876404,0.45177665,0.61372549,warm
Natasha Denona,Transformatte Pore Vanishing Matte Foundation,92W,25.8,0.423728814,0.462745098,warm
bareMinerals,Blemish Rescue™ Salicylic Acid Loose Powder Foundation ,1C,29.23076923,0.75,0.796078431,cool
bareMinerals,Blemish Rescue™ Salicylic Acid Loose Powder Foundation ,2C,21.6,0.588235294,0.666666667,cool
bareMinerals,Blemish Rescue™ Salicylic Acid Loose Powder Foundation ,2CN,22.58064516,0.519553073,0.649019608,cool
